# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
207,9366,2.722111,4.496052,3.324872
205,9243,2.502785,4.186153,2.847796
210,9369,2.294662,3.837899,3.291589
199,9269,2.351488,3.615969,3.232172
179,8735,2.170270,3.681544,3.270380
185,8783,2.279879,3.761773,3.400155
184,8813,2.536823,4.209196,3.239284
184,8724,2.404753,3.831455,3.329951
178,8445,2.346866,4.052085,2.795681
181,8486,2.120135,3.737238,3.163976
182,8533,2.237703,3.648617,3.179522
178,8404,2.115197,3.666610,3.232588
181,8517,2.440930,3.982482,3.315795
171,7552,2.389847,4.042295,3.233711
177,7793,2.265290,3.907456,2.799201
176,7887,2.025759,3.754325,3.232571
180,8493,3.367124,4.925735,4.356555
180,8522,2.412703,3.996246,3.514326
221,9578,2.624923,3.960904,3.461609
192,8887,2.497840,4.045886,3.406014
191,8885,2.741972,4.573133,3.320436
189,8845,2.421390,4.404096,2.769340
185,8542,2.533449,4.100348,3.279725
182,8501,2.195960,3.947822,3.357874
191,8879,2.363611,3.968932,3.350682
195,9006,2.922639,4.255370,3.306440
196,9186,2.777031,4.899101,3.481760
196,9204,2.590492,4.444915,3.455891
197,9268,2.566229,4.696642,3.068895
194,9003,2.332427,4.240383,3.521471
201,9372,4.151768,5.874840,4.949329
201,9372,3.257339,4.969692,3.998594
202,9404,2.675054,4.119915,3.360067
199,9313,2.673100,4.238547,3.767042
201,9311,2.739235,4.257913,3.923645
200,9325,2.675113,4.189030,3.627012
201,9390,2.638450,4.465206,3.668075
201,9390,2.912258,4.653478,3.617679
201,9390,2.615285,4.763464,3.506806
201,9389,2.659995,4.911393,3.064645
202,9347,2.435507,4.413396,3.585017
203,9405,2.632388,4.246477,3.544050
202,9449,2.590209,4.254436,3.538926
201,9330,2.578098,4.132814,3.544301
204,9421,2.691140,4.518483,3.523597
204,9421,3.032796,5.170553,3.423835
204,9421,2.674522,4.124391,3.419690
204,9421,2.741000,4.771130,3.001130
202,9349,2.470945,4.510372,3.550802
202,9403,2.657408,4.236074,3.501654
201,9481,2.635251,4.350963,3.680156
200,9338,2.560769,4.090150,3.576729
203,9425,2.654488,4.556659,3.577782
210,9789,2.956127,4.837467,3.625187
210,9789,2.876538,4.742074,3.751533
210,9786,2.872262,4.986455,3.234079
207,9695,2.606461,4.635043,3.545341
210,9786,2.816750,4.400300,3.710113
207,9695,3.176397,4.809840,4.136020
208,9732,2.673069,4.359879,3.915632
208,9693,2.847501,4.289456,3.908855
211,9779,2.823708,4.763048,3.495490
211,9779,3.097499,4.896848,3.523052
211,9779,3.089471,4.957334,3.530991
211,9779,2.890108,5.096747,3.039263
204,9415,2.547545,4.639348,3.637783
201,9324,2.673935,4.313180,3.516854
202,9354,2.604876,4.391414,3.607710
200,9287,2.624369,4.255331,3.560299
209,9695,2.838354,4.485754,3.542368
210,9707,2.989796,5.254592,3.689061
210,9707,2.838028,5.131074,3.277481
210,9707,2.658328,4.761221,3.827681
209,9690,3.908968,4.854449,3.744985
209,9766,2.767517,4.438574,3.718941
210,9742,2.893307,4.478932,3.666403
207,9651,2.880090,4.737264,3.671468
211,9776,3.251199,5.486594,3.651773
212,9936,2.877063,4.433465,3.582676
214,9969,3.068719,5.228514,3.327200
209,9684,2.651862,4.709090,3.616398
216,10013,2.907014,4.540107,3.633032
216,9968,2.881454,4.689989,3.724689
226,10297,3.035585,4.835123,3.556787
225,10279,3.061366,5.593934,3.614426
217,10026,3.307326,4.910328,3.413107
229,10474,3.032496,5.514581,3.226193
248,10965,4.423841,5.099401,3.697359
249,10990,3.199130,4.836380,3.775072
251,11179,3.126358,4.898267,3.617039
247,11063,2.991275,4.892179,3.671039
250,11191,3.200052,5.195520,3.663138
252,11231,3.291500,5.149438,3.683298
251,11197,3.155477,5.258369,3.769473
253,11275,3.358435,5.627061,3.194927
253,11273,3.158040,5.448602,3.647815
242,10990,2.958086,4.709938,3.694679
252,11192,3.544858,5.283024,4.214600
257,11229,3.513795,5.216827,4.013009
257,11263,3.198875,4.813209,3.908243
268,11574,3.236793,4.851249,3.861329
270,11535,3.380947,5.262919,3.701361
262,11378,3.691371,5.783351,3.759961
249,11018,3.099426,4.765148,3.283682
259,11435,3.322472,4.837655,3.745901
257,11281,3.327632,4.880552,3.668964
258,11363,3.404878,5.007777,3.812389
255,11347,3.893655,6.122323,3.920370
256,11232,3.416473,4.861892,3.815542
251,11310,3.331288,5.013872,4.036033
250,11140,3.462268,4.944118,3.927588
250,11140,3.365061,5.309421,3.985665
251,11132,3.743587,5.614097,3.843849
254,11179,3.483847,5.895569,3.504287
266,11392,3.195085,5.380583,3.930880
254,11179,3.392383,4.957941,3.815459
266,11392,3.607436,5.350050,4.020980
269,11405,3.493489,5.231838,3.851151
249,11129,4.754177,6.424440,4.796781
269,11559,3.481966,5.087023,3.824352
247,11097,3.233631,5.019651,3.756103
263,11369,7.183897,5.395482,3.853654
247,11081,3.425556,6.243421,3.889234
264,11335,3.549174,5.313408,3.800671
267,11382,3.499103,5.820953,3.355875
267,11382,3.139298,5.252709,3.912208
252,11122,3.399639,5.061102,3.859056
267,11531,3.527763,4.970105,3.915798
267,11382,3.457404,4.848046,4.035600
255,11163,3.636714,5.294715,4.030265
258,11367,3.312151,4.878632,4.188931
253,11231,3.404770,5.333203,3.898383
254,11341,3.602883,5.716466,3.947047
257,11362,3.743826,6.139202,3.889983
252,11324,3.500401,6.046463,3.561913
257,11356,3.280255,5.545439,3.914897
254,11276,3.344703,5.097247,3.845180
251,11317,3.537692,5.333527,4.111914
237,10742,4.473087,6.399211,4.750857
236,10618,3.234588,4.936363,4.294393
237,10615,3.122290,4.899450,3.910226
236,10563,3.202180,5.198733,4.000612
237,10644,3.399116,5.743710,4.138517
249,11251,3.875407,5.802647,3.960011
254,11277,3.600514,6.043271,3.735122
242,10676,3.050148,5.029245,4.080782
244,10778,3.204783,5.092056,3.967352
243,10701,3.414695,5.147161,4.011298
243,10682,3.565796,5.248863,4.044219
246,10866,7.427752,5.153814,4.094559
244,10439,3.265882,5.089860,3.954932
241,10433,3.130387,5.172625,3.853889
228,10218,3.311065,5.307825,4.067857
258,11349,3.470440,6.104419,3.864418
224,10145,3.212135,5.657010,3.426706
247,10892,3.157589,5.044491,3.774729
242,11052,3.220310,4.949790,3.867071
233,10355,4.735323,6.324216,4.879898
228,10191,3.255317,4.842931,3.941039
249,11150,3.373261,5.113019,3.982321
246,10999,3.244573,4.992300,3.953941
262,11436,3.555281,5.603978,4.036794
251,11341,3.540164,5.427286,3.938370
247,11301,3.405140,5.568025,3.957795
279,11547,3.677331,6.136171,3.504050
231,10528,2.935025,5.305174,3.947164
279,11515,3.509328,5.071548,3.835325
248,10363,3.551126,5.484313,4.291976
245,10412,3.330810,4.884484,3.799453
229,10627,3.101443,4.984582,4.172747
232,10829,3.194660,4.917032,4.184340
250,11052,3.392278,5.410625,3.856675
244,11036,3.389677,5.878840,4.019571
234,10823,3.362733,6.000652,3.757864
231,10769,3.332979,5.803132,3.458946
226,10276,3.000691,5.218447,3.825820
225,10119,3.109092,4.821290,3.848259
228,10404,4.631333,6.294411,4.712307
225,10170,3.150907,4.736935,3.808315
226,10157,3.048328,4.869560,3.923254
236,10931,3.299531,4.937155,3.793117
238,10624,3.211680,5.253040,3.796362
234,10557,3.304159,5.206713,3.942098
245,10863,3.353352,5.192582,3.827168
221,9873,3.055893,5.472739,3.481554
235,10268,3.018738,5.113393,3.835499
231,10108,4.500542,6.136936,4.701791
237,10186,4.023079,5.845555,4.174728
236,9939,3.692709,5.250466,3.942021
240,10116,6.067567,4.951865,3.539199
243,10489,2.963210,4.773797,3.628399
240,10142,3.079925,5.244955,3.585768
234,9916,3.193828,5.209614,3.556360
248,10274,3.233110,5.291483,3.616851
251,10315,3.152394,5.453516,3.401606
252,10334,2.971563,5.106680,3.731852
254,10410,3.264745,4.839830,3.658897
252,10284,3.520079,5.210314,3.639973
251,10592,3.100040,5.011384,3.614989
243,10142,3.045643,5.101248,3.544175
240,10035,3.059555,5.126293,3.617098
239,10537,3.127200,5.326183,3.688838
233,10098,3.041035,6.255814,3.413226
237,10597,2.929435,5.424516,3.818092
236,10509,3.003410,5.012394,3.518747
238,10651,3.127487,4.855352,3.769874
235,10598,3.078565,5.034481,3.582742
224,10085,2.969350,4.837695,3.566648
233,10777,3.091884,5.479254,3.545075
238,10227,3.237788,5.506404,3.445317
231,10207,3.239782,5.529320,3.386012
239,10321,3.021463,5.583573,3.078232
232,10238,2.710556,5.073402,3.496725
233,10125,2.972936,4.739643,3.489121
237,10316,2.937327,4.759376,3.473804
231,10164,2.942007,4.771135,3.412109
233,10205,2.992235,5.029827,3.553190
230,10424,2.988120,5.078990,3.593601
226,10357,2.875468,5.476115,3.003030
242,10309,3.017233,5.165728,3.757582
231,10040,2.791933,4.712519,3.401595
227,10129,2.905979,4.812895,3.659125
233,10108,2.981627,4.740761,3.522795
244,10335,3.040184,5.278082,3.631058
240,10794,3.216694,5.418346,3.556466
236,10173,2.931293,5.539576,3.239822
249,10655,2.879093,5.274795,3.731001
243,10638,3.080224,4.817039,3.525035
237,10272,3.035334,4.846871,3.703889
252,10904,3.208950,5.050248,3.676432
242,10591,3.259001,5.282192,3.784684
251,10786,3.434998,5.588914,3.736588
241,10552,3.155320,4.792257,3.648670
235,10158,3.191857,5.628156,3.323129
242,10229,2.929742,5.245785,3.742873
237,10696,3.085314,4.928801,3.651314
229,9999,3.180650,5.035016,3.964037
234,10215,3.139049,4.863976,3.628411
224,10018,2.956107,4.847475,4.184439
240,10820,3.162122,4.940239,4.123591
226,10123,3.021506,5.129088,3.812264
246,10946,3.378618,6.160766,4.005559
234,10750,3.175934,4.883468,3.819436
228,10149,3.086764,5.534769,3.510894
224,9912,2.790113,4.967282,3.804222
225,9924,2.933597,4.703461,3.809428
226,10139,3.139466,4.968348,3.923367
229,10297,3.123854,4.847644,3.848743
235,10622,3.681209,5.696094,4.037802
237,10472,3.019054,5.100722,3.788646
232,10601,2.947944,5.376804,3.780460
230,10620,3.400457,5.954623,3.809805
230,10171,3.169512,5.330787,3.781902
225,10049,3.025553,5.561049,3.405558
246,10180,2.823290,5.204960,3.811170
243,10237,3.040714,4.850769,3.802670
238,10292,3.252644,5.055988,3.917978
240,10328,4.137094,6.314999,4.547234
236,10217,2.919553,5.165702,4.118295
239,10279,2.982398,4.995345,3.710125
248,10740,3.088402,5.657240,3.780574
242,10602,3.272199,5.490442,3.855918
228,10019,3.032200,5.275542,3.754396
236,10464,3.071612,5.749769,3.271780
239,10230,2.808030,5.276195,3.729564
226,9989,2.944960,4.713976,3.523167
227,10067,2.846424,4.874456,3.724677
226,9999,2.939811,4.896007,3.730809
230,10139,3.024292,5.170237,3.631649
230,10096,3.068812,5.029797,3.644891
234,10278,3.015307,5.580267,3.246670
240,10223,2.803268,5.180081,3.770888
227,10053,2.786377,5.135826,3.735148
229,10103,4.154391,6.129185,4.471236
234,10177,2.935446,4.931011,3.898925
231,10134,2.916678,4.873686,3.523945
233,10238,3.019241,5.184427,3.699794
235,10222,3.089613,5.168518,3.776085
236,10305,3.106782,5.456341,3.786199
234,10179,3.126949,5.516660,3.309730
232,10206,2.802878,5.146231,3.756904
232,10157,2.960700,4.793770,3.582499
232,10231,2.816137,4.787453,3.564639
235,10157,2.801348,4.711162,3.671723
229,10012,2.898826,4.993695,3.616278
232,10147,2.974199,5.046909,3.627353
231,10116,2.958493,4.856657,3.686077
231,10222,3.067007,5.271662,3.137407
235,10197,2.794516,5.207262,3.666323
233,10268,2.959974,4.776445,3.637510
238,10252,3.007379,4.728065,3.634262
247,10944,2.969932,4.731962,3.503731
236,10327,2.922541,5.120306,3.675811
251,10705,3.384874,5.484134,3.571019
251,10382,3.382331,5.617944,3.524954
259,10758,3.062492,5.562757,3.037618
247,10380,2.776167,5.402917,3.578534
246,10376,2.870142,5.115351,3.473870
254,10583,3.038057,5.174549,3.546970
241,10777,2.907851,4.770725,3.488647
248,10650,2.998872,5.307904,3.547484
229,10177,3.086129,5.163882,3.653321
226,9988,2.936041,5.274012,3.508572
231,10113,2.926381,5.361833,3.191986
235,10187,3.355043,5.365009,3.594206
232,10103,2.710675,4.942676,3.606446
231,10120,3.856024,5.980797,4.334386
227,9979,2.849603,4.567621,3.566795
251,10438,2.829613,4.818071,3.700465
235,10194,2.791243,4.756086,3.657664
232,10160,2.918535,4.988077,3.737241
267,10519,3.472856,5.568046,3.726457
232,10141,3.297942,5.327566,3.561343
232,10213,2.967056,5.509612,3.179378
236,10342,2.687756,5.150329,3.640472
252,10903,3.062262,4.933548,3.612192
252,10517,2.909908,4.855213,3.638034
254,10471,2.875404,4.817429,3.607839
254,10470,2.965879,5.344003,3.648055
231,10164,3.086570,5.537724,3.841958
247,10465,3.043285,5.301080,3.751108
266,11217,3.240429,5.616680,3.433774
250,10980,2.932741,4.943894,3.702763
249,10430,2.911913,5.089228,3.694242
264,10557,3.093747,4.730183,3.742181
238,10221,3.005846,4.823586,3.880374
271,10689,2.991903,4.770100,3.824687
271,10638,3.038768,4.791813,3.716388
267,10637,3.049686,4.950637,3.635237
264,10635,3.325705,5.370781,3.709677
271,10638,3.457360,4.991526,3.698496
250,10254,3.002071,5.244437,3.328803
260,10518,6.575408,5.051124,3.752668
266,10310,2.910436,4.478912,3.641799
256,10279,4.041425,5.772430,4.386653
240,10002,2.899614,4.746401,3.746550
264,10323,2.869985,4.707475,3.877742
265,10309,2.979133,4.918606,3.799021
269,10436,3.219427,4.947918,3.835146
264,10285,2.945383,4.858499,3.899537
265,10309,2.965992,5.179345,3.366201
264,10304,2.729856,4.793185,3.741628
260,10273,2.789172,4.883189,3.565203
244,10233,2.670182,4.527874,3.925287
259,10298,2.819443,4.506985,3.664679
255,10281,2.848867,4.791919,3.709597
257,10296,2.862183,4.794496,3.827507
259,10304,2.882417,5.216838,3.196443
254,10207,2.705853,4.967154,3.727386
256,10197,2.735516,4.657752,3.697735
249,10180,4.084779,5.859290,4.514441
254,9918,2.715487,4.472513,3.614940
254,9930,2.788103,4.423658,3.540950
253,10205,2.823378,4.812199,3.661659
252,10199,2.994514,5.247192,3.622937
244,10105,3.176049,5.340847,3.612173
242,10089,2.861280,5.035603,3.125303
243,10220,2.832224,4.769317,3.570258
263,10287,2.796308,4.450037,3.639873
245,10223,3.867482,5.556811,4.418245
262,10170,2.861304,4.779789,3.601422
255,10165,2.775918,4.431128,3.626900
250,9907,2.889966,4.966987,3.763422
258,10161,3.159374,5.489090,3.693157
239,9829,3.017595,5.224276,3.790878
251,10157,2.911228,5.179058,3.301840
259,10218,2.793347,4.857630,3.665212
261,10171,2.931714,4.355280,3.715348
257,9932,2.896468,4.414973,3.818222
261,10223,3.064282,4.690376,3.897508
263,10375,2.809364,4.558029,4.095061
262,10311,2.943086,4.558886,3.697962
262,10249,3.000568,4.941240,3.930687
260,10300,3.136181,5.601052,3.778325
260,10476,3.044385,5.390207,3.344497
261,10265,2.776958,4.847919,3.876241
278,11167,3.107905,4.646094,3.758488
264,10391,3.176733,4.797462,3.896047
265,10558,3.207089,4.860234,3.985450
264,10374,3.236114,4.784015,3.934027
269,10486,2.959688,4.800359,3.952204
274,10660,3.026504,4.801461,4.047139
251,10443,3.031777,5.030107,3.840939
277,10760,3.178400,5.467814,3.816552
255,10517,2.961256,5.374867,3.340276
274,10795,3.109540,5.108634,4.114144
270,10585,2.969367,4.599129,3.593990
301,11854,3.283011,5.173404,3.683841
269,10742,3.103193,4.735281,3.534792
269,11206,3.248841,5.206540,3.610693
293,11666,3.608675,5.633495,3.582193
285,11651,3.748010,5.286348,3.547862
264,10565,3.134469,5.306500,3.118519
250,10812,2.883491,5.075813,3.606117
245,10307,2.897899,4.657652,3.583598
284,11599,3.172079,5.353095,3.672433
273,11059,3.123907,5.057574,3.515878
299,11815,3.389393,5.336739,3.528392
274,11494,3.217414,5.189333,3.648443
273,11122,3.132232,5.585507,3.008413
259,10862,2.813464,5.089003,3.498447
284,11217,3.088181,4.768535,3.518269
268,10570,3.068528,4.562630,3.699741
271,11002,3.065275,4.719847,3.506861
296,11331,3.414462,5.361724,3.569882
286,11267,3.239058,5.250802,3.547312
256,10820,3.086694,5.541979,3.129154
268,10766,2.861041,4.716933,3.504412
271,11149,2.947271,5.047843,3.587194
281,11464,3.229203,4.986581,3.429443
276,11584,3.051930,5.048900,3.558757
272,11151,3.067277,4.849415,3.566300
268,11103,3.132219,5.117065,3.745001
264,10617,3.399138,5.530745,3.701178
283,11391,3.236977,5.651323,3.082023
271,11119,2.867391,5.221023,3.720045
279,11384,3.209835,5.086326,3.583555
259,10554,2.902473,4.698517,3.618627
258,11044,3.023956,4.815167,3.596762
279,11185,3.194088,5.533911,3.722970
252,11194,3.415421,5.640442,3.596596
246,11018,3.057705,5.541289,3.064489
256,11080,2.782550,5.089372,3.589417
263,10822,2.983040,4.577781,3.430134
279,10977,3.061735,4.829430,3.676282
260,10818,3.140766,4.771040,3.560446
257,10678,3.165299,5.015635,3.524222
275,11167,3.244116,5.689886,3.604402
241,10817,2.991365,5.475936,2.971388
272,10498,2.905910,4.922347,3.454780
282,11287,3.096133,4.937815,3.493664
259,10878,3.036722,4.822218,3.488278
265,10753,3.098192,4.711749,3.520733
249,10714,3.002826,5.048531,3.418317
257,10404,3.343708,5.221705,3.397917
270,11110,3.386849,5.354890,3.490971
268,10891,3.140251,5.454033,2.941214
284,11425,3.042262,5.198628,3.330964
279,10915,3.102687,4.782476,3.367678
264,10905,3.042976,4.760033,3.475201
267,10878,2.963305,4.737380,3.383766
261,10485,3.026506,4.813569,3.371630
261,10811,3.145309,5.091483,3.358253
263,11077,3.086164,6.346067,3.404938
257,11330,2.899378,5.237055,3.417152
275,11418,3.031721,4.850763,3.390023
243,10713,2.972311,4.790789,3.624425
241,10678,2.975222,4.707221,3.546898
236,10119,2.903044,4.825613,3.624496
244,10327,3.032081,4.749778,3.668264
235,10180,2.861407,5.335924,3.136652
265,11093,2.856231,5.243658,3.600523
264,11041,2.946023,4.782043,3.542693
241,10599,3.097653,5.013888,3.650806
250,10998,4.280988,6.189680,4.461803
239,10417,3.014569,4.734188,3.568363
267,11308,3.089543,4.984059,3.966561
258,10717,3.115696,4.724949,3.846860
247,10663,3.052314,5.045710,3.706191
240,10481,3.046425,5.101704,3.657766
236,10143,2.924511,5.280339,3.063619
240,10554,2.705615,5.054385,3.538635
265,10785,2.858689,5.048151,3.472521
246,10514,4.170319,5.972706,4.112351
260,10476,2.962441,4.862690,3.353262
261,10549,3.007345,4.846562,3.482402
260,10508,2.988612,4.916651,3.648023
257,10507,3.231382,5.380449,3.522393
236,10181,2.909560,5.439371,3.504177
239,10335,2.858029,5.284189,2.964032
259,10507,3.246373,5.011343,3.535108
264,11100,2.945267,5.289004,3.519753
258,10492,3.058527,4.699090,3.555290
259,10893,2.984806,4.919590,3.720057
256,10503,2.987051,4.780449,3.690767
265,10907,3.149370,5.189661,3.494460
238,10304,2.905237,4.937986,3.516876
274,11510,3.195019,5.846456,2.992818
281,11899,2.994742,5.542205,3.472802
266,11272,3.043418,4.833464,3.389734
275,11848,3.183962,5.221645,3.607241
248,11274,3.096056,6.262212,4.013512
256,11533,3.095736,5.331072,3.429992
278,11307,3.316530,6.815298,3.479669
275,11088,3.183563,5.513899,2.826415
271,11282,2.963556,5.568341,3.355329
247,10743,2.886967,5.041204,3.342002
271,11295,3.071982,5.082278,3.430735
266,10988,3.098350,4.861481,3.377676
266,10989,3.105224,5.546103,3.337256
237,10509,3.008337,5.859674,3.262363
234,10322,2.927720,5.279163,2.790510
267,11020,2.951105,5.113212,3.204755
241,10591,2.623155,4.831402,3.162222
241,10621,2.814353,4.949425,3.231928
258,10631,2.830768,4.700363,3.147570
263,11262,2.968282,5.143269,3.097196
231,10459,2.911390,5.606138,3.050211
269,10878,2.924089,5.438815,2.522306
238,10640,2.531969,4.928056,2.962704
249,11152,2.642203,5.024254,2.921428
241,11095,2.648462,4.704254,3.053407
252,11274,2.769827,4.935328,3.069511
223,10258,2.641308,5.511955,3.116315
233,10470,2.692046,4.828453,3.076361
250,11023,2.770650,5.460890,2.627664
241,10990,2.620546,5.018584,3.142826
242,10984,2.542165,4.650395,3.002984
241,11024,2.574930,4.860168,3.137741
242,11042,2.647360,4.918365,3.177682
248,10876,2.814031,5.481382,3.232388
238,10636,2.867364,5.251123,3.190289
235,10681,2.675319,5.459220,2.678331
246,10860,2.623748,5.144786,3.068514
240,10630,2.651858,4.588055,3.059967
240,10911,2.611278,4.728032,3.084274
240,11209,2.653873,4.867316,3.126520
244,10748,2.790548,5.493938,3.303645
249,11220,2.881853,4.962347,3.180497
244,11117,2.981885,5.491091,2.796426
239,10251,2.562494,4.797250,3.219323
251,11247,2.789803,4.590909,3.211242
247,11109,4.259271,6.184902,4.266474
247,11014,3.031305,4.788144,3.170189
235,10455,2.633774,4.590331,3.162336
247,10723,2.744320,4.981906,3.142354
249,10840,2.935414,4.874371,3.261500
243,10577,2.822197,4.954934,3.277292
257,10857,2.988762,5.251901,2.764427
258,11308,2.806114,5.167280,3.300046
240,11040,2.878986,4.755851,3.260391
257,10878,2.803477,4.769987,3.369341
248,10743,2.703046,4.606787,3.346055
247,11093,2.863787,4.935839,3.363880
242,10189,2.845563,5.302702,3.369318
237,10674,2.688328,5.127215,3.009483
253,10897,2.626480,4.920937,3.426326
285,11887,2.976354,4.642935,3.326449
257,11458,2.801984,4.842196,3.519524
259,11496,2.862434,5.148151,3.557224
257,11384,3.208403,5.451211,3.528783
246,10713,2.867556,5.042551,3.718258
245,10711,2.860402,5.472304,3.078640
246,10732,2.593571,5.036152,3.469276
263,11282,2.978371,4.912987,3.590599
236,10466,2.725158,4.806658,3.626742
260,11709,3.033932,5.077003,3.697004
245,11327,3.035019,5.408985,3.560161
238,11142,2.904674,5.750063,3.832946
243,11246,2.888474,5.634610,3.154920
243,11126,2.804987,5.260791,3.567324
276,11701,3.029375,4.974746,3.679130
269,11635,2.934383,5.001139,3.672216
278,11836,3.043119,5.329478,3.561490
290,12078,3.295854,5.958438,3.597917
274,11812,3.097562,5.802135,3.817737
278,11745,3.185281,5.840350,3.220887
272,11683,4.004136,5.611087,3.661846
249,11372,2.762378,5.096038,3.553275
271,11788,3.073965,5.256723,3.786748
272,11692,3.129365,5.457513,3.766645
246,10770,3.603036,5.697874,3.805890
259,11459,3.551678,6.093226,3.708423
255,11420,3.283956,5.959132,3.333703
282,11879,3.192211,5.739519,3.786518
279,11741,3.360717,5.253713,3.825980
278,11854,3.306339,5.486709,3.769084
281,11860,3.289100,5.190933,4.099932
257,11391,3.269250,5.569562,3.800371
282,11873,3.649270,6.727961,3.796984
285,11951,3.499375,6.363696,3.754487
289,12070,3.603171,6.201935,3.312024
282,11853,3.294825,5.727441,3.764232
255,11408,4.860372,6.814523,4.816483
279,11706,3.436371,5.235610,3.646139
280,11810,3.407801,5.299953,3.658686
285,11924,3.843297,5.423187,3.597424
271,11796,3.374559,5.877962,3.771312
293,11995,3.629073,5.774759,3.742087
267,11739,3.529690,5.506522,3.715000
263,11607,3.506737,5.564164,3.846798
271,11881,8.568404,5.847820,3.309685
262,11605,3.233599,5.681873,3.839568
291,12040,3.646760,5.297681,3.818688
283,11975,3.547126,5.246265,3.775589
288,12023,3.677149,5.435646,3.882103
284,11840,7.946862,5.458213,3.870924
256,11440,3.165683,5.096558,3.953051
257,11380,3.313358,5.577444,3.705318
270,11805,3.562736,5.457415,3.685091
279,12014,3.713779,5.640049,3.730276
288,12041,3.686620,5.950965,3.284822
290,12081,3.593990,5.680154,3.766226
296,12214,3.477945,5.087601,3.642529
290,12031,5.740951,5.347475,3.431962
297,12189,3.425571,5.239912,3.590268
290,12153,3.500125,5.778554,3.658801
273,11892,3.678595,6.116683,3.458282
292,12084,3.406346,6.188376,3.213168
280,12003,3.165470,5.310441,3.640987
282,12074,3.234964,5.673443,3.606501
286,11999,3.430171,5.469299,3.508976
311,12361,3.511585,5.379601,3.620771
310,12339,3.671894,5.811217,3.615916
292,12137,3.495044,5.958852,3.741760
271,11789,3.368562,6.083351,3.248042
273,11926,3.187287,5.570422,3.780333
281,12044,3.268649,5.848760,3.605610
278,11992,4.825484,6.819859,4.500470
302,12199,3.615449,5.433391,3.800910
270,11766,4.625315,6.631141,4.414117
272,11858,3.414658,5.472087,3.597465
304,12332,3.499281,5.551975,3.781369
269,11854,6.778942,5.864813,3.748849
269,11807,3.504446,6.075740,3.810886
290,12048,3.924124,6.295730,3.692972
297,12122,3.628531,6.348393,3.351354
270,11812,3.203058,5.766567,3.780177
292,12031,5.090981,7.052037,4.524645
280,11948,3.479513,5.555319,3.762330
281,11645,6.074164,5.506386,3.600852
278,11876,3.362279,5.494081,3.776540
311,12279,3.426952,5.863382,3.694182
263,11614,3.377207,5.712950,4.095705
280,11686,3.526675,6.329348,3.711885
286,11826,3.704796,6.050862,3.379335
268,11470,3.180772,5.804011,3.832789
317,12330,3.723079,5.466629,3.783035
277,11846,3.564032,5.586696,3.821832
299,12113,3.670217,5.907041,4.329642
302,12104,4.735431,6.112655,3.663875
303,12091,3.582797,6.037737,3.733346
299,12050,6.738519,6.095649,3.690027
289,11848,3.662240,5.869926,3.912556
297,12039,3.786574,5.795076,3.855522
298,12094,3.796217,6.308220,3.309261
309,12363,3.457895,6.160543,3.940646
277,11854,3.640804,5.572920,3.844378
283,11867,3.685682,5.623842,3.857396
323,12376,3.889859,5.659652,3.813797
324,12367,7.641301,5.964130,3.964649
320,12429,3.668928,5.668637,3.968187
311,12261,5.791774,5.948860,3.757051
306,12128,3.852692,6.303443,3.813456
258,11178,3.721402,6.372191,3.816989
302,11726,3.693600,6.233769,3.388033
314,12227,3.476891,6.023417,3.781344
321,12211,3.822117,5.662813,3.788999
323,12320,3.872500,5.724326,3.815429
323,12340,3.872780,5.633141,3.679604
319,12019,4.158915,5.954231,3.801398
333,12419,3.705868,5.809036,3.828619
307,11968,3.780457,5.870387,3.904311
317,12181,3.908247,6.356716,3.893973
313,12101,4.151474,6.575914,3.832114
310,12081,3.711956,6.555378,3.347922
306,11667,3.424008,5.772575,3.920901
293,11838,3.481100,6.087955,3.895611
291,11466,3.709886,5.419450,3.763874
295,11930,3.708947,5.552350,3.734103
288,11438,6.664443,5.661046,3.660146
290,11719,3.635967,5.712684,3.998955
288,11775,3.489993,5.892634,3.915722
288,11233,3.580365,6.023449,3.891734
276,11527,3.932824,6.341853,3.866877
306,11886,3.692508,6.303280,3.325916
294,11164,3.212594,5.652196,3.802715
303,11729,3.433073,5.777540,3.827461
304,11954,3.649826,5.326584,3.849854
308,11961,5.023433,6.595613,4.373485
301,11727,3.634875,5.410690,3.694280
299,11786,3.583119,5.457772,3.776024
297,11664,3.630584,5.357018,3.709071
301,11837,3.720847,5.766234,3.848911
283,11566,4.028640,6.210099,3.876887
295,11627,3.380645,5.723656,3.416316
296,11797,3.730573,5.253390,3.935381
295,11627,3.821136,5.391294,3.821453
298,11824,3.708853,5.270190,3.718230
295,11780,5.128683,5.454407,3.919497
269,11113,3.428509,5.231674,4.073918
281,11623,8.418704,5.537673,3.864041
282,11609,3.814120,6.302693,3.818296
298,11819,3.779371,5.639995,3.893817
295,11668,3.682950,6.068195,3.626375
279,11185,3.220822,5.617692,4.308064
299,11700,3.499583,5.091590,3.815250
294,11563,3.668359,5.124316,3.920748
303,11777,5.838108,7.047722,4.919021
299,11680,3.629060,5.198780,3.951530
295,11598,3.517945,5.208569,3.958850
296,11663,3.535735,5.106986,3.954272
295,11545,3.621136,5.482972,3.974003
295,11138,3.693420,5.781061,4.028029
291,11007,3.552696,5.855341,3.963555
272,10660,3.483510,5.570527,3.576248
286,10798,3.181960,5.195464,4.083219
