#KF insert[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,0.000000,0.925428,0.036184,4.023674,0.013526,13.390438
0.000000,0.000000,0.000000,0.461353,0.048888,4.337036,0.012263,43.727741
0.000000,0.000000,0.000000,0.527297,0.041705,3.577627,0.010188,14.801921
0.000000,0.000000,0.000000,0.831678,0.072263,6.568003,0.108656,16.870756
0.000000,0.000000,0.000000,0.758908,0.036061,3.896938,0.014345,25.119219
0.000000,0.000000,0.000000,0.597307,0.047001,4.410288,0.013227,24.081157
0.000000,0.000000,0.000000,0.676675,0.040216,3.362984,0.009824,18.399547
0.000000,0.000000,0.000000,0.470428,0.047954,4.600054,0.011300,21.713262
0.000000,0.000000,0.000000,0.436893,0.071494,7.330817,0.129158,15.856027
0.000000,0.000000,0.000000,0.444728,0.038874,4.094956,0.014633,14.529686
0.000000,0.000000,0.000000,0.532289,0.046070,4.400526,0.014225,13.458877
0.000000,0.000000,0.000000,0.800691,0.041885,3.442820,0.009716,16.864501
0.000000,0.000000,0.000000,0.676086,0.051716,5.007858,0.012284,25.120900
0.000000,0.000000,0.000000,0.656438,0.074046,6.650261,0.015802,21.350827
0.000000,0.000000,0.000000,0.707843,0.041608,4.035868,0.009708,20.828356
0.000000,0.000000,0.000000,0.638014,0.049587,4.947347,0.012256,22.536569
0.000000,0.000000,0.000000,0.796211,0.071422,6.927485,0.016083,19.642433
0.000000,0.000000,0.000000,0.438697,0.064542,5.981820,0.013784,40.404893
0.000000,0.000000,0.000000,0.439905,0.073694,6.472063,0.105805,15.185211
0.000000,0.000000,0.000000,0.457736,0.037050,3.950108,0.015870,14.765174
0.000000,0.000000,0.000000,0.762291,0.043613,4.254064,0.015252,13.770903
0.000000,0.000000,0.000000,0.435269,0.040804,3.371580,0.009100,40.894101
0.000000,0.000000,0.000000,0.436507,0.053974,5.144154,0.090928,15.034404
0.000000,0.000000,0.000000,0.499945,0.035428,3.907537,0.012653,14.849369
0.000000,0.000000,0.000000,0.506895,0.043680,4.215490,0.010694,13.589531
0.000000,0.000000,0.000000,0.825804,0.040403,3.408617,0.009462,15.717731
0.000000,0.000000,0.000000,0.492568,0.054398,5.292873,0.091982,25.278153
0.000000,0.000000,0.000000,0.466136,0.035272,3.984484,0.012894,15.710579
0.000000,0.000000,0.000000,0.460586,0.043055,4.359936,0.015875,14.590772
0.000000,0.000000,0.000000,0.524264,0.039957,3.350371,0.009449,13.494800
0.000000,0.000000,0.000000,0.760125,0.050808,4.929217,0.011990,16.775847
0.000000,0.000000,0.000000,0.458714,0.071594,7.020118,0.015869,40.660167
0.000000,0.000000,0.000000,0.551102,0.060314,5.992275,0.013611,14.918390
0.000000,0.000000,0.000000,0.826284,0.059341,6.023892,0.013384,16.877137
0.000000,0.000000,0.000000,0.716023,0.068744,6.129438,0.014683,24.922246
0.000000,0.000000,0.000000,0.805214,0.057228,5.536256,0.013361,21.412441
0.000000,0.000000,0.000000,0.502212,0.074384,7.227221,0.113108,37.794664
0.000000,0.000000,0.000000,0.438013,0.039013,4.104955,0.015969,15.355984
0.000000,0.000000,0.000000,0.472246,0.042854,4.139134,0.015883,14.898642
0.000000,0.000000,0.000000,0.573149,0.040436,3.404538,0.009491,13.105366
0.000000,0.000000,0.000000,0.474494,0.055480,5.047110,0.012077,17.740379
0.000000,0.000000,0.000000,0.452237,0.083256,8.037513,0.017778,13.630056
0.000000,0.000000,0.000000,0.459368,0.057054,5.810980,0.013387,14.280516
0.000000,0.000000,0.000000,0.596572,0.057948,5.711683,0.014563,13.209056
0.000000,0.000000,0.000000,0.436215,0.068997,6.653855,0.015677,18.073456
0.000000,0.000000,0.000000,0.449347,0.056456,5.821027,0.014995,13.947903
0.000000,0.000000,0.000000,0.460005,0.071064,6.928681,0.110918,14.491284
0.000000,0.000000,0.000000,0.529410,0.050485,4.019433,0.013535,13.175716
0.000000,0.000000,0.000000,0.790875,0.041510,4.225348,0.015800,16.793128
0.000000,0.000000,0.000000,0.674732,0.039936,3.466994,0.009782,25.113100
0.000000,0.000000,0.000000,0.651985,0.087496,6.972006,0.015328,21.406590
0.000000,0.000000,0.000000,0.704825,0.040358,4.067515,0.010087,20.856511
0.000000,0.000000,0.000000,0.615338,0.070799,6.463667,0.015428,24.077937
0.000000,0.000000,0.000000,0.836591,0.079771,5.969561,0.105233,19.071124
0.000000,0.000000,0.000000,0.460705,0.037153,3.995498,0.013445,26.176445
0.000000,0.000000,0.000000,0.436395,0.043695,4.134540,0.018484,15.819260
0.000000,0.000000,0.000000,0.463408,0.039146,3.381393,0.074755,14.642196
0.000000,0.000000,0.000000,0.527568,0.041255,4.068461,0.017825,13.375615
0.000000,0.000000,0.000000,0.906018,0.043148,3.774445,0.020417,17.061036
0.000000,0.000000,0.000000,0.658810,0.046678,4.155335,0.010149,28.613688
0.000000,0.000000,0.000000,0.611144,0.078728,7.607525,0.134258,20.594330
0.000000,0.000000,0.000000,0.799228,0.041837,4.215373,0.015107,19.617751
0.000000,0.000000,0.000000,0.653997,0.043740,4.321983,0.014147,23.824467
0.000000,0.000000,0.000000,0.822413,0.041020,3.472244,0.009402,20.258177
0.000000,0.000000,0.000000,0.448810,0.072091,6.567977,0.104468,25.112340
0.000000,0.000000,0.000000,0.472050,0.035345,3.994296,0.014193,14.374713
0.000000,0.000000,0.000000,0.422570,0.043663,4.182079,0.014937,14.666462
0.000000,0.000000,0.000000,0.962344,0.040232,3.396187,0.010252,13.765903
0.000000,0.000000,0.000000,0.440240,0.054806,5.382057,0.012633,44.766012
0.000000,0.000000,0.000000,0.800459,0.081410,7.550801,0.124814,14.874004
0.000000,0.000000,0.000000,0.842964,0.038905,4.196108,0.014453,38.158211
0.000000,0.000000,0.000000,0.486121,0.046522,4.420674,0.018778,29.936860
0.000000,0.000000,0.000000,0.485822,0.039598,3.618660,0.010413,15.468844
0.000000,0.000000,0.000000,0.480400,0.086374,7.644428,0.017954,14.698084
0.000000,0.000000,0.000000,0.510128,0.071375,6.293943,0.013642,13.742265
0.000000,0.000000,0.000000,0.485817,0.062368,5.913652,0.014071,14.535181
0.000000,0.000000,0.000000,0.467218,0.069760,6.189276,0.013493,14.275508
0.000000,0.000000,0.000000,0.948727,0.061481,5.876834,0.094100,14.055707
0.000000,0.000000,0.000000,0.553237,0.036688,3.984433,0.014716,26.599652
0.000000,0.000000,0.000000,0.537224,0.043360,4.182403,0.021159,16.955852
0.000000,0.000000,0.000000,0.509202,0.040585,3.395666,0.068253,14.871487
0.000000,0.000000,0.000000,0.900577,0.037375,4.036998,0.013865,13.730052
0.000000,0.000000,0.000000,0.480813,0.042266,4.077623,0.012849,40.839821
0.000000,0.000000,0.000000,0.481986,0.041171,3.428378,0.008832,15.293753
0.000000,0.000000,0.000000,0.501590,0.057763,5.719505,0.014585,14.578030
0.000000,0.000000,0.000000,0.632216,0.076753,7.062127,0.017561,13.400241
0.000000,0.000000,0.000000,0.997778,0.059354,5.692221,0.012953,18.404363
0.000000,0.000000,0.000000,0.536703,0.060613,6.294309,0.015927,28.367282
0.000000,0.000000,0.000000,0.479514,0.076121,6.634134,0.014655,16.297417
0.000000,0.000000,0.000000,0.505395,0.049619,5.241809,0.092606,14.776202
0.000000,0.000000,0.000000,1.012771,0.037619,4.158798,0.014437,13.638427
0.000000,0.000000,0.000000,0.884225,0.052923,3.926760,0.014896,28.521008
0.000000,0.000000,0.000000,0.795233,0.044207,4.106052,0.009519,34.491025
0.000000,0.000000,0.000000,0.849379,0.066476,6.767271,0.017376,30.370243
0.000000,0.000000,0.000000,0.721246,0.071732,6.610082,0.014232,33.721719
0.000000,0.000000,0.000000,0.462939,0.041467,4.180417,0.009757,29.649520
0.000000,0.000000,0.000000,0.454784,0.049937,4.891922,0.011298,14.416015
0.000000,0.000000,0.000000,0.463844,0.070854,6.767565,0.015582,14.663611
0.000000,0.000000,0.000000,0.448940,0.058698,5.433794,0.011167,13.302847
0.000000,0.000000,0.000000,0.488551,0.071492,6.434941,0.104602,13.946606
0.000000,0.000000,0.000000,0.509114,0.039494,4.247001,0.015348,14.172196
0.000000,0.000000,0.000000,0.644544,0.043149,4.210402,0.020794,13.224604
0.000000,0.000000,0.000000,0.957281,0.035760,3.476200,0.009710,19.632253
0.000000,0.000000,0.000000,0.677709,0.050680,4.668575,0.010875,26.767033
0.000000,0.000000,0.000000,0.754323,0.094640,7.929312,0.016002,20.060480
0.000000,0.000000,0.000000,0.946342,0.050175,4.945889,0.011430,21.760486
0.000000,0.000000,0.000000,0.589732,0.049236,4.836975,0.011509,26.174016
0.000000,0.000000,0.000000,0.449415,0.072480,7.093352,0.017368,18.025771
0.000000,0.000000,0.000000,0.473715,0.075789,7.700292,0.016085,15.000977
0.000000,0.000000,0.000000,0.436800,0.070008,6.572212,0.110526,16.902236
0.000000,0.000000,0.000000,0.727847,0.044524,4.162327,0.015296,14.104012
0.000000,0.000000,0.000000,0.796898,0.044247,4.162785,0.011727,23.243045
0.000000,0.000000,0.000000,0.439824,0.036811,3.548052,0.009395,40.309260
0.000000,0.000000,0.000000,0.510057,0.103629,7.941498,0.017645,14.826921
0.000000,0.000000,0.000000,0.808687,0.050822,5.101943,0.011843,16.487255
0.000000,0.000000,0.000000,0.681110,0.050729,5.101653,0.087919,42.246196
0.000000,0.000000,0.000000,0.770701,0.048172,5.220961,0.017457,23.533878
0.000000,0.000000,0.000000,0.453959,0.044389,4.317177,0.014919,37.340743
0.000000,0.000000,0.000000,0.437522,0.036599,3.466303,0.009817,15.694572
0.000000,0.000000,0.000000,0.433560,0.050498,4.658032,0.011038,14.494190
0.000000,0.000000,0.000000,0.509880,0.071427,6.716908,0.014459,13.772394
0.000000,0.000000,0.000000,1.121745,0.041894,4.106126,0.008967,15.831415
0.000000,0.000000,0.000000,0.598689,0.072761,6.551347,0.014367,36.741987
0.000000,0.000000,0.000000,0.593542,0.043657,4.093982,0.009164,18.689397
0.000000,0.000000,0.000000,0.846070,0.069982,6.553301,0.015711,16.613495
0.000000,0.000000,0.000000,0.868551,0.038990,4.085471,0.065934,24.622186
0.000000,0.000000,0.000000,0.805269,0.036416,4.036541,0.013826,26.426974
0.000000,0.000000,0.000000,0.500674,0.052665,3.677010,0.010888,39.382132
0.000000,0.000000,0.000000,0.484169,0.041754,4.007500,0.009512,15.472173
0.000000,0.000000,0.000000,0.487266,0.058243,5.641575,0.014636,14.338583
0.000000,0.000000,0.000000,1.263472,0.078623,6.992646,0.112604,13.590854
0.000000,0.000000,0.000000,0.637111,0.038976,4.223984,0.014802,33.967177
0.000000,0.000000,0.000000,0.564888,0.043257,4.193228,0.010520,19.711331
0.000000,0.000000,0.000000,0.632987,0.040021,3.381785,0.009471,17.412628
0.000000,0.000000,0.000000,0.471663,0.050313,5.000563,0.011848,23.573706
0.000000,0.000000,0.000000,0.453010,0.070486,6.723509,0.015963,14.725273
0.000000,0.000000,0.000000,0.532921,0.052427,5.358950,0.011864,13.830716
0.000000,0.000000,0.000000,0.811305,0.045624,4.411859,0.010604,15.505155
0.000000,0.000000,0.000000,0.450456,0.060118,6.070152,0.014710,41.197837
0.000000,0.000000,0.000000,0.850762,0.075452,7.082271,0.016388,15.138371
0.000000,0.000000,0.000000,0.506256,0.056713,5.662183,0.091564,38.665745
0.000000,0.000000,0.000000,0.857747,0.035802,4.173267,0.014724,15.154723
0.000000,0.000000,0.000000,0.482492,0.049757,3.690756,0.012131,40.002026
0.000000,0.000000,0.000000,0.465205,0.046463,4.140038,0.072995,14.716642
0.000000,0.000000,0.000000,0.475115,0.040493,4.105396,0.013538,13.939449
0.000000,0.000000,0.000000,0.479595,0.091657,4.348192,0.014406,29.337383
0.000000,0.000000,0.000000,0.647500,0.040234,3.509754,0.015064,13.845334
0.000000,0.000000,0.000000,0.879744,0.083674,6.827960,0.015292,19.715233
0.000000,0.000000,0.000000,0.533047,0.048031,4.379541,0.008967,26.806072
0.000000,0.000000,0.000000,0.438199,0.073713,6.788002,0.014804,16.956027
0.000000,0.000000,0.000000,0.441220,0.044267,4.182137,0.010762,14.701672
0.000000,0.000000,0.000000,0.525495,0.085285,6.899045,0.015416,13.407213
0.000000,0.000000,0.000000,0.808193,0.044701,4.129232,0.009851,16.865767
0.000000,0.000000,0.000000,0.655969,0.049084,4.365684,0.080615,40.989164
0.000000,0.000000,0.000000,0.505003,0.037672,3.930737,0.013553,23.260372
0.000000,0.000000,0.000000,0.696921,0.051441,3.612974,0.012239,14.972608
0.000000,0.000000,0.000000,0.891368,0.080126,7.430287,0.121500,21.046662
0.000000,0.000000,0.000000,0.673615,0.038983,3.933303,0.015162,26.052271
0.000000,0.000000,0.000000,0.479921,0.047807,4.325618,0.017360,19.708718
0.000000,0.000000,0.000000,0.514667,0.035662,3.410649,0.009020,14.147403
0.000000,0.000000,0.000000,0.487385,0.096013,7.873113,0.126071,22.171766
0.000000,0.000000,0.000000,0.511441,0.042233,4.686121,0.016215,14.932088
0.000000,0.000000,0.000000,0.510179,0.044104,4.165451,0.015196,14.471050
0.000000,0.000000,0.000000,0.505199,0.039516,3.533957,0.009747,14.953383
0.000000,0.000000,0.000000,1.006012,0.045591,4.091952,0.009285,13.866627
0.000000,0.000000,0.000000,0.508001,0.072199,6.760940,0.014804,40.116946
0.000000,0.000000,0.000000,0.974441,0.040841,3.980150,0.066922,16.450554
0.000000,0.000000,0.000000,0.470017,0.039618,4.021323,0.013284,42.920554
0.000000,0.000000,0.000000,1.046995,0.052776,3.619138,0.010923,15.046615
0.000000,0.000000,0.000000,0.482862,0.045129,4.079598,0.009315,44.405299
0.000000,0.000000,0.000000,0.515871,0.066084,6.510364,0.120739,15.167386
0.000000,0.000000,0.000000,0.505078,0.035785,4.151239,0.016280,14.933750
0.000000,0.000000,0.000000,0.472586,0.041527,4.285850,0.025779,14.154378
0.000000,0.000000,0.000000,1.020422,0.035424,3.505569,0.011023,23.060609
0.000000,0.000000,0.000000,0.524307,0.042635,4.013196,0.073230,29.020071
0.000000,0.000000,0.000000,0.477464,0.033145,3.902524,0.016513,15.385312
0.000000,0.000000,0.000000,0.496933,0.040617,4.211415,0.015107,14.496537
0.000000,0.000000,0.000000,1.275523,0.036474,3.270299,0.068780,13.402898
0.000000,0.000000,0.000000,0.555346,0.033167,3.977050,0.016791,33.993015
0.000000,0.000000,0.000000,0.526130,0.037184,3.963141,0.014903,18.803144
0.000000,0.000000,0.000000,0.476717,0.035850,3.255330,0.071385,14.722399
0.000000,0.000000,0.000000,0.502613,0.031880,3.860441,0.015666,13.952912
0.000000,0.000000,0.000000,1.052186,0.033504,3.388926,0.069970,14.121925
0.000000,0.000000,0.000000,0.507696,0.035135,4.110291,0.019676,43.057829
0.000000,0.000000,0.000000,0.516788,0.042200,4.425270,0.021420,14.716995
0.000000,0.000000,0.000000,0.489940,0.039668,3.744465,0.071219,14.409899
0.000000,0.000000,0.000000,0.481509,0.033619,4.449944,0.021070,20.355599
0.000000,0.000000,0.000000,0.853525,0.043669,4.773772,0.033624,14.108900
0.000000,0.000000,0.000000,0.519121,0.037656,4.065246,0.072138,23.109952
0.000000,0.000000,0.000000,0.524120,0.035858,4.681416,0.021670,16.249615
0.000000,0.000000,0.000000,0.509735,0.044913,5.321990,0.037538,14.554793
0.000000,0.000000,0.000000,0.481034,0.038684,4.175765,0.070252,13.738408
0.000000,0.000000,0.000000,0.497772,0.034898,5.108225,0.023155,14.060150
0.000000,0.000000,0.000000,0.533103,0.047755,5.750040,0.044629,14.024565
0.000000,0.000000,0.000000,0.512044,0.039681,4.538165,0.076294,14.734249
0.000000,0.000000,0.000000,0.516130,0.037545,5.241859,0.026428,13.248354
0.000000,0.000000,0.000000,0.496184,0.049162,5.375642,0.049305,14.187140
0.000000,0.000000,0.000000,0.515084,0.045490,4.374127,0.080527,14.357050
0.000000,0.000000,0.000000,0.484401,0.037292,4.958358,0.025027,13.107852
0.000000,0.000000,0.000000,0.501316,0.046004,5.199770,0.044123,13.745538
0.000000,0.000000,0.000000,0.487841,0.036811,4.182521,0.023665,13.131660
0.000000,0.000000,0.000000,0.487592,0.045166,4.746736,0.076321,14.390965
0.000000,0.000000,0.000000,0.481919,0.036179,4.605247,0.023815,14.703779
0.000000,0.000000,0.000000,0.520095,0.044592,4.787198,0.040739,13.631126
0.000000,0.000000,0.000000,0.489864,0.038030,3.941966,0.076262,14.177391
0.000000,0.000000,0.000000,0.523512,0.036304,4.539953,0.024708,15.033905
0.000000,0.000000,0.000000,0.490103,0.053410,4.767168,0.031864,13.971858
0.000000,0.000000,0.000000,0.485722,0.045030,4.009530,0.018061,14.667351
0.000000,0.000000,0.000000,0.534260,0.046028,4.279026,0.073113,16.045802
0.000000,0.000000,0.000000,0.462047,0.034260,4.419403,0.019893,14.318940
0.000000,0.000000,0.000000,0.465512,0.043814,4.735992,0.024952,23.874330
0.000000,0.000000,0.000000,0.475821,0.038393,3.743089,0.015011,24.853913
0.000000,0.000000,0.000000,0.509850,0.046753,4.334566,0.071634,23.530914
0.000000,0.000000,0.000000,0.562988,0.035830,4.495939,0.019677,23.995697
0.000000,0.000000,0.000000,0.469781,0.047384,4.595663,0.034576,24.572584
0.000000,0.000000,0.000000,0.503822,0.041281,3.979817,0.072125,23.504925
0.000000,0.000000,0.000000,0.510670,0.037564,4.392824,0.021512,23.634432
0.000000,0.000000,0.000000,0.501296,0.048285,4.814622,0.022808,24.535954
0.000000,0.000000,0.000000,0.485295,0.043990,3.990744,0.020134,23.192742
0.000000,0.000000,0.000000,0.491316,0.061029,5.663365,0.092018,14.884660
0.000000,0.000000,0.000000,0.532046,0.038810,4.696731,0.021786,14.865796
0.000000,0.000000,0.000000,0.475345,0.050732,4.927716,0.025505,15.598229
0.000000,0.000000,0.000000,0.489140,0.044235,4.124939,0.015739,14.518264
0.000000,0.000000,0.000000,0.498893,0.080398,7.636269,0.101315,14.932483
0.000000,0.000000,0.000000,0.540413,0.042797,5.275713,0.040953,15.553470
0.000000,0.000000,0.000000,0.500198,0.043038,5.021983,0.025813,14.748159
0.000000,0.000000,0.000000,0.501204,0.045742,5.048117,0.021851,14.867243
0.000000,0.000000,0.000000,0.518254,0.049147,4.393895,0.073718,14.856235
0.000000,0.000000,0.000000,0.517673,0.038765,5.055975,0.023389,15.391662
0.000000,0.000000,0.000000,0.493508,0.051401,5.370200,0.068221,14.536800
0.000000,0.000000,0.000000,0.518170,0.054380,4.815877,0.016311,14.711101
0.000000,0.000000,0.000000,0.520576,0.057996,6.091499,0.087182,15.874685
0.000000,0.000000,0.000000,0.514813,0.038866,5.320430,0.028080,15.546049
0.000000,0.000000,0.000000,0.492829,0.052019,5.650831,0.038175,14.513020
0.000000,0.000000,0.000000,0.466252,0.053362,4.959691,0.026449,23.421745
0.000000,0.000000,0.000000,0.516196,0.101929,8.798005,0.121678,24.249643
0.000000,0.000000,0.000000,0.597672,0.063676,7.462673,0.041052,17.631812
0.000000,0.000000,0.000000,0.491041,0.045828,5.307719,0.028849,18.028535
0.000000,0.000000,0.000000,0.489837,0.058738,5.841419,0.041733,15.278028
0.000000,0.000000,0.000000,0.491915,0.042005,4.552737,0.023468,15.891199
0.000000,0.000000,0.000000,0.855252,0.054772,5.507234,0.084172,14.990751
0.000000,0.000000,0.000000,0.514546,0.042673,5.523977,0.030401,42.304249
0.000000,0.000000,0.000000,0.497287,0.053984,5.561241,0.046415,16.613462
0.000000,0.000000,0.000000,0.568229,0.064150,5.106968,0.034368,15.891235
0.000000,0.000000,0.000000,0.488987,0.060229,4.726951,0.078504,16.246706
0.000000,0.000000,0.000000,0.525258,0.046277,5.533330,0.024667,15.091443
0.000000,0.000000,0.000000,0.497679,0.039862,4.645516,0.022129,15.578437
0.000000,0.000000,0.000000,0.497093,0.052152,5.292642,0.029897,16.296423
0.000000,0.000000,0.000000,0.584938,0.042543,3.989871,0.022105,15.707260
0.000000,0.000000,0.000000,0.527372,0.052239,4.758826,0.076294,18.253669
0.000000,0.000000,0.000000,0.539699,0.038881,4.878587,0.023846,16.065008
0.000000,0.000000,0.000000,0.493527,0.046437,4.808081,0.028002,16.550736
0.000000,0.000000,0.000000,1.093185,0.053380,4.813606,0.027285,15.718507
0.000000,0.000000,0.000000,0.729404,0.047881,4.052330,0.074458,34.881616
0.000000,0.000000,0.000000,0.495074,0.042873,4.791612,0.022829,32.330682
0.000000,0.000000,0.000000,0.493962,0.055082,5.205657,0.021718,15.693761
0.000000,0.000000,0.000000,0.537157,0.049074,4.115899,0.074374,16.504689
0.000000,0.000000,0.000000,0.483601,0.039271,4.573350,0.020770,15.128818
0.000000,0.000000,0.000000,0.526409,0.055998,4.980360,0.035922,15.615183
0.000000,0.000000,0.000000,0.496200,0.046868,3.956394,0.074574,16.627209
0.000000,0.000000,0.000000,0.573044,0.039823,4.662388,0.022305,16.313547
0.000000,0.000000,0.000000,0.495609,0.050502,4.841364,0.031826,20.205262
0.000000,0.000000,0.000000,0.500112,0.058595,4.340215,0.027634,756.647311
0.000000,0.000000,0.000000,0.537015,0.050468,4.746353,0.078504,16.071664
0.000000,0.000000,0.000000,0.559315,0.039046,4.767624,0.022836,14.622590
0.000000,0.000000,0.000000,0.492651,0.052768,4.854155,0.038428,15.643768
0.000000,0.000000,0.000000,0.520096,0.039518,4.114483,0.020044,14.231489
0.000000,0.000000,0.000000,0.518124,0.081793,7.327451,0.119596,32.420763
0.000000,0.000000,0.000000,0.516303,0.040849,4.578878,0.022477,14.958169
0.000000,0.000000,0.000000,0.490328,0.049047,4.680847,0.036960,14.960174
0.000000,0.000000,0.000000,0.485760,0.054714,3.835960,0.028835,15.142247
0.000000,0.000000,0.000000,0.489837,0.045149,4.365571,0.077550,14.204336
0.000000,0.000000,0.000000,0.516521,0.035547,4.274246,0.020736,15.216785
0.000000,0.000000,0.000000,0.520978,0.047703,4.585257,0.022811,15.823276
0.000000,0.000000,0.000000,0.494333,0.045433,3.911524,0.019469,14.284943
0.000000,0.000000,0.000000,0.521463,0.044232,4.134211,0.071795,14.874180
0.000000,0.000000,0.000000,0.490609,0.036546,3.868981,0.017420,15.688602
0.000000,0.000000,0.000000,0.511369,0.045966,4.078893,0.021307,14.277375
0.000000,0.000000,0.000000,0.512490,0.038237,3.309802,0.019653,14.914363
0.000000,0.000000,0.000000,0.510708,0.044060,4.144047,0.075494,15.355853
0.000000,0.000000,0.000000,0.482465,0.034980,3.837775,0.018662,17.674405
0.000000,0.000000,0.000000,0.490209,0.042601,4.173535,0.022842,14.982953
0.000000,0.000000,0.000000,0.486634,0.042170,3.482152,0.021962,14.982233
0.000000,0.000000,0.000000,0.492840,0.044041,3.820379,0.071275,15.764939
0.000000,0.000000,0.000000,0.857337,0.035226,3.724567,0.016869,14.781665
0.000000,0.000000,0.000000,0.491394,0.044153,4.057799,0.023064,41.235129
0.000000,0.000000,0.000000,0.492080,0.040253,2.950683,0.072566,16.372311
0.000000,0.000000,0.000000,0.487910,0.033947,3.374762,0.011963,15.784912
0.000000,0.000000,0.000000,0.521788,0.039619,3.546654,0.023026,28.163909
0.000000,0.000000,0.000000,0.487277,0.037781,2.965268,0.018780,15.180640
0.000000,0.000000,0.000000,0.515713,0.040918,3.633540,0.073480,14.947946
0.000000,0.000000,0.000000,0.525356,0.037456,3.596689,0.012175,15.885408
0.000000,0.000000,0.000000,0.521926,0.038306,3.510893,0.010610,15.159929
0.000000,0.000000,0.000000,0.485565,0.032747,2.786744,0.066159,14.808271
0.000000,0.000000,0.000000,0.517642,0.037835,3.688118,0.012888,14.447889
0.000000,0.000000,0.000000,0.516569,0.038460,3.674400,0.011115,15.138308
0.000000,0.000000,0.000000,0.522408,0.035399,2.988003,0.069597,13.965947
0.000000,0.000000,0.000000,0.502812,0.041118,4.056082,0.017590,15.246076
0.000000,0.000000,0.000000,0.487280,0.049615,3.420195,0.014331,14.404469
0.000000,0.000000,0.000000,0.510774,0.037220,3.796071,0.074511,14.905864
0.000000,0.000000,0.000000,0.480955,0.038709,4.039317,0.016995,14.201746
0.000000,0.000000,0.000000,0.504059,0.052113,4.527801,0.020677,15.034464
0.000000,0.000000,0.000000,0.507062,0.044049,3.648445,0.081162,14.561939
0.000000,0.000000,0.000000,0.509722,0.040683,4.247372,0.019906,15.018923
0.000000,0.000000,0.000000,0.501306,0.048669,4.406063,0.026893,13.854020
0.000000,0.000000,0.000000,0.482422,0.048536,3.667977,0.017696,14.200016
0.000000,0.000000,0.000000,0.505092,0.048471,4.276597,0.077019,14.931463
0.000000,0.000000,0.000000,0.505487,0.047151,4.477417,0.021274,14.212235
0.000000,0.000000,0.000000,0.488271,0.050667,4.595859,0.022818,15.280011
0.000000,0.000000,0.000000,0.521526,0.038469,3.684329,0.015954,15.133096
0.000000,0.000000,0.000000,0.497159,0.086495,6.948860,0.116019,15.173861
0.000000,0.000000,0.000000,0.504196,0.042941,4.769861,0.066981,13.913987
0.000000,0.000000,0.000000,0.491764,0.056851,4.772204,0.031465,14.960845
0.000000,0.000000,0.000000,0.490691,0.059582,4.002618,0.028013,15.375386
0.000000,0.000000,0.000000,0.472807,0.045971,4.380943,0.076424,14.266265
0.000000,0.000000,0.000000,0.455015,0.038327,4.634597,0.019656,24.352516
0.000000,0.000000,0.000000,0.488457,0.052852,5.016440,0.029560,32.517746
0.000000,0.000000,0.000000,0.500805,0.037846,3.828848,0.072584,14.875900
0.000000,0.000000,0.000000,0.496903,0.042379,5.178706,0.021216,15.244888
0.000000,0.000000,0.000000,0.492081,0.061349,5.071402,0.037238,15.842796
0.000000,0.000000,0.000000,0.527116,0.042719,4.112588,0.017849,14.798578
0.000000,0.000000,0.000000,0.504804,0.061177,5.254171,0.089177,15.374723
0.000000,0.000000,0.000000,0.489160,0.041278,4.890233,0.022277,15.969612
0.000000,0.000000,0.000000,0.487587,0.053787,4.807749,0.023343,15.951357
0.000000,0.000000,0.000000,0.507519,0.052865,4.184434,0.082544,15.201903
0.000000,0.000000,0.000000,0.502842,0.044845,4.780234,0.024404,15.670631
0.000000,0.000000,0.000000,0.487750,0.054781,5.106566,0.047482,15.848277
0.000000,0.000000,0.000000,0.865132,0.050971,4.412301,0.033093,14.717581
0.000000,0.000000,0.000000,0.498856,0.098734,7.437338,0.111460,44.474979
0.000000,0.000000,0.000000,0.513981,0.045083,5.358184,0.028271,16.940483
0.000000,0.000000,0.000000,0.483246,0.058724,5.838916,0.037231,16.240620
0.000000,0.000000,0.000000,0.491582,0.065170,4.917325,0.030777,21.689970
0.000000,0.000000,0.000000,0.484659,0.047652,4.947974,0.078956,15.222197
0.000000,0.000000,0.000000,0.500623,0.044118,4.854000,0.030289,15.836605
0.000000,0.000000,0.000000,0.505929,0.057667,5.209540,0.058665,16.618306
0.000000,0.000000,0.000000,0.490133,0.053293,4.321462,0.086440,15.188127
0.000000,0.000000,0.000000,0.486954,0.042995,4.793998,0.023228,17.164022
0.000000,0.000000,0.000000,0.504912,0.056764,5.077601,0.026951,16.638663
0.000000,0.000000,0.000000,0.581942,0.051865,4.306203,0.027661,15.180698
0.000000,0.000000,0.000000,0.507765,0.085185,7.830650,0.122812,18.029810
0.000000,0.000000,0.000000,0.493914,0.045106,5.236428,0.062947,16.075882
0.000000,0.000000,0.000000,0.514824,0.059596,5.456497,0.041899,16.565420
0.000000,0.000000,0.000000,0.504960,0.064924,4.530944,0.033008,15.878470
0.000000,0.000000,0.000000,0.508440,0.044333,4.969981,0.078960,16.095281
0.000000,0.000000,0.000000,0.513675,0.042263,5.007315,0.025404,18.594423
0.000000,0.000000,0.000000,0.900622,0.054896,5.237893,0.044727,15.892259
0.000000,0.000000,0.000000,0.505163,0.053018,4.563499,0.092718,43.532049
0.000000,0.000000,0.000000,0.491475,0.041999,5.432685,0.025620,17.044137
