#KF insert[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,0.000000,0.509297,0.056954,4.658304,0.043390,15.176520
0.000000,0.000000,0.000000,0.518743,0.050553,3.725281,0.077808,14.424337
0.000000,0.000000,0.000000,0.504538,0.041097,4.207878,0.024520,14.876913
0.000000,0.000000,0.000000,1.287961,0.051464,4.260208,0.026665,24.392874
0.000000,0.000000,0.000000,0.518054,0.044569,3.596263,0.081163,33.759138
0.000000,0.000000,0.000000,0.490058,0.052346,4.428865,0.042687,17.103918
0.000000,0.000000,0.000000,0.523046,0.048343,3.762862,0.030526,14.656734
0.000000,0.000000,0.000000,0.523245,0.047600,3.998083,0.077174,13.352489
0.000000,0.000000,0.000000,0.499214,0.035737,4.045244,0.022093,177.699470
0.000000,0.000000,0.000000,0.501941,0.047577,4.165133,0.022539,14.164947
0.000000,0.000000,0.000000,0.525499,0.038099,3.221976,0.074984,14.460067
0.000000,0.000000,0.000000,1.077362,0.043129,3.969525,0.048637,19.253839
0.000000,0.000000,0.000000,0.590642,0.045432,3.934046,0.021483,37.867142
0.000000,0.000000,0.000000,0.492564,0.037289,3.206548,0.072105,17.404315
0.000000,0.000000,0.000000,0.483121,0.033997,3.856280,0.021758,15.196550
0.000000,0.000000,0.000000,1.194093,0.049868,3.290067,0.021945,13.522160
0.000000,0.000000,0.000000,0.584123,0.039753,3.942447,0.074352,36.572857
0.000000,0.000000,0.000000,0.513512,0.034488,3.788896,0.021627,17.889908
0.000000,0.000000,0.000000,0.508473,0.044682,4.138779,0.023744,14.514376
0.000000,0.000000,0.000000,0.501820,0.038438,3.453193,0.101946,12.892212
0.000000,0.000000,0.000000,0.484044,0.033554,3.844668,0.024720,13.460743
0.000000,0.000000,0.000000,0.492958,0.048711,3.560717,0.023512,13.600847
0.000000,0.000000,0.000000,0.476958,0.041555,4.148894,0.097552,12.904556
0.000000,0.000000,0.000000,0.496080,0.035045,4.261672,0.023656,14.153968
0.000000,0.000000,0.000000,0.496207,0.045574,4.502984,0.030206,13.225372
0.000000,0.000000,0.000000,0.480725,0.040266,3.907586,0.069240,13.152355
0.000000,0.000000,0.000000,0.491520,0.036473,4.568548,0.028012,13.152592
0.000000,0.000000,0.000000,0.512549,0.049995,4.983316,0.046632,13.655092
0.000000,0.000000,0.000000,0.519718,0.042845,4.226887,0.074749,12.369646
0.000000,0.000000,0.000000,0.486950,0.036187,4.611433,0.028296,13.825849
0.000000,0.000000,0.000000,0.501711,0.053733,5.298856,0.042450,13.441033
0.000000,0.000000,0.000000,0.544028,0.037942,3.930886,0.098049,12.303344
0.000000,0.000000,0.000000,0.487759,0.034675,4.518573,0.027546,13.102132
0.000000,0.000000,0.000000,0.501281,0.044727,4.882547,0.050220,25.916338
0.000000,0.000000,0.000000,0.485997,0.040792,4.104708,0.098942,12.999221
0.000000,0.000000,0.000000,0.489783,0.034984,4.484907,0.029232,12.982984
0.000000,0.000000,0.000000,0.498613,0.043005,4.831235,0.035404,13.505945
0.000000,0.000000,0.000000,0.510505,0.040112,4.088731,0.098516,12.881820
0.000000,0.000000,0.000000,0.510211,0.037045,4.438910,0.026901,14.380710
0.000000,0.000000,0.000000,0.494761,0.046276,4.710583,0.050883,27.772243
0.000000,0.000000,0.000000,0.508409,0.040628,4.046845,0.098158,14.845673
0.000000,0.000000,0.000000,0.511752,0.036627,4.465102,0.028645,15.136043
0.000000,0.000000,0.000000,0.515621,0.055994,4.238671,0.031081,15.640139
0.000000,0.000000,0.000000,0.507281,0.044454,4.549249,0.076221,14.764629
0.000000,0.000000,0.000000,0.489942,0.036797,4.502748,0.027636,15.224533
0.000000,0.000000,0.000000,0.504566,0.055963,4.101999,0.031245,15.818765
0.000000,0.000000,0.000000,0.514668,0.103090,8.291329,0.128272,14.554969
0.000000,0.000000,0.000000,0.499529,0.050533,5.295972,0.030158,14.716640
0.000000,0.000000,0.000000,0.522888,0.053402,4.720581,0.043496,15.596953
0.000000,0.000000,0.000000,0.519299,0.038578,3.794722,0.078250,13.429859
0.000000,0.000000,0.000000,0.525812,0.038406,4.150074,0.026510,13.943103
0.000000,0.000000,0.000000,0.491903,0.046849,4.514682,0.027176,14.653725
0.000000,0.000000,0.000000,0.490140,0.042189,3.896870,0.078972,13.377886
0.000000,0.000000,0.000000,0.527402,0.037044,4.340384,0.025466,15.507111
0.000000,0.000000,0.000000,0.522716,0.049089,4.360692,0.033001,14.468332
0.000000,0.000000,0.000000,0.489298,0.039878,3.705668,0.077645,13.472458
0.000000,0.000000,0.000000,0.525832,0.040608,4.390019,0.025905,13.713312
0.000000,0.000000,0.000000,0.495744,0.037385,3.880421,0.077811,14.389595
0.000000,0.000000,0.000000,0.533344,0.037150,4.407415,0.025027,13.218067
0.000000,0.000000,0.000000,0.492501,0.050281,4.125470,0.028027,13.969720
0.000000,0.000000,0.000000,0.495307,0.048567,4.746132,0.144430,18.906211
0.000000,0.000000,0.000000,0.515691,0.035778,4.287996,0.025063,13.880301
0.000000,0.000000,0.000000,0.485753,0.044420,4.695129,0.034610,14.763182
0.000000,0.000000,0.000000,1.062120,0.042757,3.944669,0.100395,21.533222
0.000000,0.000000,0.000000,0.590212,0.036223,4.462198,0.024728,38.249440
0.000000,0.000000,0.000000,0.531995,0.049322,4.887898,0.047783,17.581921
0.000000,0.000000,0.000000,0.492155,0.043349,4.407934,0.073918,14.498485
0.000000,0.000000,0.000000,0.506091,0.038610,4.932207,0.027261,13.571349
0.000000,0.000000,0.000000,0.489776,0.049648,5.200548,0.058233,13.658909
0.000000,0.000000,0.000000,0.505975,0.041364,4.481724,0.098818,14.243191
0.000000,0.000000,0.000000,0.505316,0.037593,4.946195,0.030993,13.050491
0.000000,0.000000,0.000000,0.485032,0.067151,5.255023,0.086913,13.250098
0.000000,0.000000,0.000000,0.508919,0.041509,4.965272,0.104475,13.444507
0.000000,0.000000,0.000000,0.495891,0.036662,5.025782,0.031421,12.640466
0.000000,0.000000,0.000000,0.509172,0.045956,5.332399,0.043554,13.217127
0.000000,0.000000,0.000000,0.486084,0.038073,4.207045,0.102415,13.149569
0.000000,0.000000,0.000000,0.525060,0.035753,4.793718,0.027774,13.411383
0.000000,0.000000,0.000000,0.507382,0.047480,5.035075,0.038248,26.906848
0.000000,0.000000,0.000000,0.487889,0.038082,4.179842,0.099490,14.650086
0.000000,0.000000,0.000000,0.486124,0.036725,4.796240,0.026090,14.056911
0.000000,0.000000,0.000000,0.490366,0.048157,5.391307,0.026270,15.227642
0.000000,0.000000,0.000000,0.514896,0.040659,4.423768,0.074467,14.950937
0.000000,0.000000,0.000000,0.528328,0.038817,5.017110,0.028130,16.478782
0.000000,0.000000,0.000000,0.480325,0.049891,5.254342,0.053010,16.901105
0.000000,0.000000,0.000000,0.488147,0.092153,8.859117,0.140822,15.369565
0.000000,0.000000,0.000000,0.486713,0.037543,5.056881,0.029141,16.524874
0.000000,0.000000,0.000000,0.490023,0.050392,5.356392,0.040037,16.149085
0.000000,0.000000,0.000000,0.518951,0.049660,4.527278,0.099541,14.345651
0.000000,0.000000,0.000000,0.489344,0.040872,5.109696,0.035151,16.945300
0.000000,0.000000,0.000000,0.480282,0.066264,4.857571,0.026412,28.602680
0.000000,0.000000,0.000000,0.528370,0.054371,5.426214,0.017563,14.480902
0.000000,0.000000,0.000000,0.516415,0.080110,8.674277,0.118025,15.573958
0.000000,0.000000,0.000000,0.520118,0.040358,5.374561,0.029313,15.472898
0.000000,0.000000,0.000000,0.489819,0.055335,5.859207,0.056715,13.862704
0.000000,0.000000,0.000000,0.558116,0.041986,4.711945,0.020106,15.549866
0.000000,0.000000,0.000000,0.495322,0.083998,8.588547,0.030684,15.293209
0.000000,0.000000,0.000000,0.472202,0.051335,5.836709,0.079051,13.927050
0.000000,0.000000,0.000000,0.511541,0.041431,5.647406,0.033416,23.289297
0.000000,0.000000,0.000000,0.527477,0.056200,5.789172,0.059277,24.082583
0.000000,0.000000,0.000000,0.531248,0.045466,4.936530,0.098466,16.430168
0.000000,0.000000,0.000000,0.488645,0.063966,5.602413,0.035046,15.240951
0.000000,0.000000,0.000000,1.095445,0.053426,5.894090,0.135591,15.703644
0.000000,0.000000,0.000000,0.490094,0.043655,4.800431,0.099816,30.093636
0.000000,0.000000,0.000000,0.518551,0.039028,5.280623,0.035120,16.286342
0.000000,0.000000,0.000000,0.533950,0.053458,5.641664,0.132549,16.200200
0.000000,0.000000,0.000000,0.535890,0.041904,4.518908,0.101372,14.912710
0.000000,0.000000,0.000000,0.534630,0.039088,4.904034,0.027772,15.468287
0.000000,0.000000,0.000000,0.535627,0.053317,5.175576,0.041628,25.849778
0.000000,0.000000,0.000000,0.895654,0.038602,4.151916,0.120557,15.440266
0.000000,0.000000,0.000000,0.559351,0.039242,5.006841,0.026226,25.733475
