#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
15.137145,0.068198,59.886171,138.236190,41.858739,255.187490
15.031255,0.074036,60.771083,142.514150,39.926587,258.317873
14.684894,0.077364,60.641315,140.120916,45.365140,260.890406
13.980079,0.078460,60.320217,139.085060,43.501740,256.966804
13.439439,0.070087,58.417180,137.545652,45.856138,255.329547
12.693444,0.063340,57.683075,141.968733,58.080307,270.490478
11.989758,0.055926,56.238613,142.121554,45.691474,256.098433
10.803005,0.053527,56.893348,139.321665,33.215490,240.288097
10.841430,0.057837,53.839665,136.003464,40.907094,241.650824
8.962164,0.051134,51.467401,136.136334,32.449231,229.067442
9.685654,0.054985,51.582336,133.890895,36.046834,231.261992
9.655988,0.064050,50.479625,134.315817,29.865765,224.382393
9.758487,0.070935,54.581818,138.423494,27.788523,230.624324
9.605007,0.061629,57.030908,135.971269,31.051383,233.721354
12.211695,0.081410,58.845266,137.187831,31.571647,239.899099
11.159207,0.066516,62.115913,143.140386,27.806082,244.289203
11.499612,0.081259,60.365028,140.855441,31.095178,243.897677
23.208820,0.088882,62.359606,135.551358,33.380241,254.589848
11.061050,0.069899,57.573849,136.097461,32.319012,237.122901
11.346508,0.059931,56.233041,134.928070,31.946715,234.515418
13.679809,0.061792,58.186695,127.368347,33.651449,232.949411
11.992105,0.057231,57.135291,123.755613,34.082156,227.023516
12.017581,0.075744,62.680013,135.280372,43.336197,253.390737
11.778666,0.061893,62.777052,135.932259,43.260150,253.811002
11.618796,0.065765,60.449970,121.905698,38.190832,232.232421
12.083145,0.081449,59.680047,121.066454,33.271997,226.184450
11.576070,0.071453,60.347846,122.120558,28.115653,222.232829
10.806930,0.068546,58.197007,118.341120,38.224754,225.640050
13.099505,0.077082,58.268943,116.902546,26.208109,214.557460
11.857639,0.062325,64.659869,116.815084,46.411237,239.807478
16.161947,0.087692,62.128928,114.012777,38.956421,231.349369
11.526254,0.067737,59.662404,116.830374,29.114682,217.202665
13.590474,0.075649,57.978174,112.042921,28.017507,211.706286
11.974027,0.069666,67.725714,110.420844,34.516109,224.707609
15.416198,0.074839,69.375633,112.141353,30.483074,227.492411
11.769963,0.076873,58.893961,107.395445,38.415635,216.552905
11.718526,0.066351,60.444393,111.202443,28.908474,212.341079
11.736289,0.058537,58.119332,115.120678,36.049234,221.085573
11.708038,0.066037,56.370849,109.592576,30.118594,207.857180
11.732505,0.066576,54.573201,110.067297,32.452810,208.893514
16.147978,0.064436,59.318209,111.901850,38.815788,226.249833
12.015076,0.067506,54.888203,108.023326,32.173436,207.168814
12.004150,0.054878,55.008734,108.201184,33.953498,209.223537
11.640408,0.068545,39.132536,107.257204,39.039801,197.139765
12.324366,0.065793,42.379395,107.947206,33.238667,195.957368
11.791029,0.065564,39.923086,109.762529,33.200164,194.743767
11.190305,0.055607,37.219947,109.662618,32.468504,190.598520
11.064805,0.065737,37.820703,105.488203,31.108363,185.549703
10.726788,0.055505,39.280064,114.275928,31.209318,195.548954
9.627094,0.058477,35.991097,104.341785,32.440351,182.460590
9.093316,0.056584,41.250129,110.189191,31.919397,192.510304
9.720986,0.065321,38.885310,102.635307,32.297512,183.605931
10.612922,0.070621,43.107962,103.921162,31.377721,189.091838
10.219015,0.066414,41.539798,110.424545,32.024530,194.275658
10.043623,0.077400,38.719036,101.419604,32.290654,182.554954
9.151332,0.060263,38.611206,103.046600,30.261827,181.132543
10.208278,0.070377,37.548688,101.798144,31.571866,181.198861
30.779259,0.107324,44.489856,108.670267,31.829296,215.877105
10.799697,0.078753,40.704788,103.074096,30.807130,185.466131
9.745617,0.077687,41.337035,103.724245,29.833316,184.721501
9.159963,0.072867,37.288435,101.488037,36.266374,184.277387
12.132847,0.078748,43.781466,104.003259,28.824946,188.822809
12.643219,0.079529,44.689597,97.963465,33.924663,189.302414
13.464117,0.068694,48.767480,105.368099,35.542815,203.212149
14.478735,0.077942,53.610119,104.898270,32.793031,205.859408
15.666606,0.090287,55.760395,100.053250,31.407040,202.979002
16.071087,0.077663,58.225157,106.440888,32.302508,213.118885
48.331989,0.107704,64.927558,102.337206,37.922013,253.628218
17.778816,0.076147,62.059177,111.142131,32.266691,223.324574
19.235935,0.064705,63.776015,103.758717,39.784522,226.621380
47.210024,0.062794,64.266732,108.545886,31.368988,251.456337
17.496355,0.058073,60.960761,108.877339,39.022552,226.416638
18.963469,0.049632,72.261969,119.422760,44.976797,255.675567
18.648541,0.070138,67.856567,124.030000,42.250249,252.856501
22.989179,0.085758,60.541963,114.461572,30.427204,228.507149
22.162725,0.062605,65.134425,116.512533,30.590662,234.464492
24.470568,0.070575,60.961505,117.238620,40.029535,242.772087
23.085536,0.070439,63.767473,120.129977,41.270832,248.325534
19.814657,0.056473,62.577016,123.240446,30.866570,236.556693
21.825535,0.115196,62.581766,122.341302,34.215875,241.080690
21.937436,0.078175,63.041396,132.385408,34.046135,251.489794
22.399479,0.082182,60.650960,128.623514,40.732589,252.489701
24.432915,0.054453,64.996549,132.378592,41.652664,263.516430
23.458580,0.063343,65.573190,131.348520,45.156728,265.601242
68.077998,0.075129,63.690091,134.835853,34.681970,301.362460
24.516520,0.055946,62.157652,137.422869,47.485718,271.640169
26.568455,0.066859,69.965962,158.802948,35.789511,291.195008
54.119467,0.066026,59.928565,152.818490,50.608912,317.542427
27.495003,0.050884,60.793001,165.017437,39.380494,292.738384
28.122901,0.050036,76.183733,161.496092,50.427742,316.281683
30.058732,0.037174,79.997230,162.761751,53.308737,326.165174
27.091756,0.034459,91.977606,192.266934,47.355918,358.728061
25.277639,0.050514,92.676339,170.757251,45.778055,334.541196
25.269481,0.063243,85.853252,173.585113,42.877935,327.649915
25.317411,0.056949,86.732503,174.680940,44.469011,331.258272
25.470026,0.057514,89.049937,183.501028,53.285419,351.365252
23.733293,0.060829,81.437218,180.038796,39.535935,324.807274
21.533069,0.063010,77.668768,183.352936,37.831930,320.450755
20.347574,0.055942,74.959344,179.536901,43.445021,318.346355
22.108648,0.058929,78.032166,184.293345,41.346734,325.841350
22.148290,0.062797,74.829442,179.074612,41.558124,317.674945
24.639483,0.072500,72.825965,185.798511,49.147301,332.485039
20.318509,0.065726,74.100482,180.375259,41.468087,316.329196
20.041753,0.060560,72.898877,179.608437,43.331682,315.942295
19.846464,0.068312,67.537828,180.458031,38.158013,306.070277
19.540470,0.068993,69.662517,180.475442,43.625197,313.374050
18.521294,0.059929,66.587108,182.062508,41.752677,308.984460
18.297888,0.062133,69.532381,180.296230,44.093217,312.282686
22.047750,0.087451,68.596358,179.808298,61.340754,331.882143
17.555702,0.080844,68.392816,184.653290,39.076521,309.760234
33.438091,0.077246,68.610723,182.722151,61.954423,346.804268
19.449740,0.064255,70.508518,175.149345,36.982572,302.155470
19.212916,0.079464,72.037139,177.281456,33.088751,301.700719
19.867859,0.061956,71.500835,174.925356,45.741603,312.099294
20.222589,0.065786,69.626946,174.676956,34.302315,298.895914
20.888207,0.070172,70.982205,176.644346,38.788615,307.374232
17.801728,0.069524,62.933369,163.093989,41.229298,285.129132
18.869773,0.072894,69.950519,166.274845,53.375960,308.545169
16.770875,0.071240,64.706399,164.811168,37.158220,283.519578
17.472330,0.069044,60.724117,160.345374,41.631386,280.243262
17.718963,0.078701,62.640980,158.837146,37.276200,276.553031
17.847934,0.077433,60.700059,158.043972,39.800266,276.471177
18.571310,0.072779,65.030274,152.234540,42.329860,278.239937
17.578416,0.079790,60.949444,153.568886,42.272914,274.450893
17.630143,0.072558,56.429260,152.998700,41.856808,268.989017
18.391789,0.068615,59.923474,155.234713,43.002505,276.622482
18.943015,0.076930,62.368847,150.112323,39.958036,271.460410
18.107686,0.082363,62.995470,167.358212,43.165331,291.710248
20.519880,0.084262,61.803299,154.543940,51.981166,288.934021
46.602840,0.097663,63.807492,153.658568,42.325761,306.492848
22.957651,0.088633,62.303397,155.908442,40.574762,281.833509
21.885531,0.061894,78.642727,154.321721,54.274173,309.186734
23.109855,0.055860,78.354045,151.266496,55.092932,307.879936
22.272706,0.056757,75.955521,156.817650,65.561913,320.665065
23.585312,0.052184,78.234334,152.502818,54.618236,308.993499
24.186509,0.059980,64.832295,151.705645,43.318568,284.103705
26.829713,0.061309,109.193591,170.979434,61.359113,368.423610
27.504218,0.055285,86.028212,158.875577,57.139197,329.603260
27.863567,0.061234,87.622992,161.308927,49.343289,326.200724
28.812689,0.057936,90.753498,162.093025,57.150527,338.868524
28.467447,0.055800,110.415214,167.965268,95.990814,402.894974
27.123943,0.063637,82.481672,163.866398,46.496446,320.032653
27.121472,0.061153,85.449358,170.593635,64.298714,347.524778
26.254745,0.053640,90.777658,167.829846,49.193103,334.109567
22.654566,0.061299,81.338984,174.785661,41.966081,320.807163
22.477904,0.053574,74.687334,176.916861,53.557710,327.694113
21.819053,0.054516,74.438444,182.104299,41.706134,320.123021
30.194748,0.049469,76.892350,182.334473,58.720579,348.192324
22.465226,0.062280,72.282510,181.516251,61.929582,338.256354
21.115690,0.045038,65.717478,179.112790,39.892027,305.883688
21.765748,0.045801,70.392937,182.860429,40.580739,315.646477
22.430312,0.057174,70.793666,183.055302,70.539199,346.876606
23.594995,0.052657,72.053023,179.542484,45.311554,320.555611
31.751026,0.061902,102.345196,196.965265,53.062979,384.187098
28.916882,0.050092,92.902719,190.275608,75.836451,387.982439
28.421948,0.054603,96.674845,196.425019,52.274019,373.850923
31.707127,0.063154,95.122717,197.602903,49.870820,374.367242
29.268965,0.056189,86.171771,182.396540,74.403249,372.297444
30.315817,0.047248,87.296436,193.403635,50.329219,361.393108
32.423490,0.053964,88.147644,191.438216,63.668555,375.732936
32.719020,0.053105,92.179245,188.601887,82.241054,395.794814
32.831522,0.062811,85.454969,181.314845,56.604806,356.269699
35.345688,0.052646,91.496280,193.132067,51.695614,371.722865
36.525975,0.048496,86.888831,185.989059,53.079694,362.532859
39.267315,0.038821,87.265660,194.569867,52.019184,373.161563
37.589865,0.050130,92.236362,191.888335,63.428260,385.193678
41.344304,0.049062,97.169890,186.282500,70.441729,395.288249
37.909248,0.040137,91.843703,188.552779,68.323656,386.670298
35.868652,0.040485,89.726179,192.727145,50.229589,368.592488
36.155500,0.046923,90.636240,191.618379,64.442461,382.900264
36.173624,0.048527,87.246487,191.704669,63.933982,379.107978
65.083641,0.039008,94.405053,197.820206,83.769067,441.117661
38.672376,0.046854,90.003282,203.604955,54.623686,386.951872
31.477364,0.052181,76.214143,192.254247,57.763191,357.761922
32.766973,0.045898,78.787648,190.513457,54.701871,356.816236
33.556320,0.043598,78.767466,204.444010,55.048283,371.860329
33.743041,0.066301,85.065756,212.836196,68.962759,400.674694
66.495910,0.044412,80.754631,198.687742,56.080056,402.063301
34.970706,0.059505,80.720322,196.808487,55.238639,367.798470
31.900706,0.055532,74.090498,197.180606,71.206906,374.434975
33.788933,0.057842,95.663163,197.648278,56.358865,383.517618
31.362837,0.046409,95.525902,199.146206,73.118409,399.200965
32.552416,0.043960,96.645814,203.853666,79.547689,412.644180
31.645482,0.056375,93.517694,220.496655,66.918291,412.635221
28.660999,0.057079,85.327748,208.421451,55.709605,378.177653
31.713987,0.055735,91.603854,215.100153,75.346994,413.821295
30.024975,0.060963,83.276079,206.760216,76.898193,397.020985
28.961518,0.061577,82.550686,199.810779,76.256559,387.641785
23.563172,0.050511,79.242051,200.001242,63.818474,366.676195
27.195601,0.063419,79.498389,197.298099,67.318075,371.374127
26.626973,0.061717,74.987972,205.754748,52.970800,360.402955
27.021017,0.064196,79.338513,194.356083,57.361772,358.142043
27.539413,0.048692,83.054994,195.116659,55.570148,361.330359
30.436426,0.070567,79.554759,210.241354,71.339615,391.643546
28.219715,0.067063,78.067851,193.581624,58.097303,358.034097
29.638445,0.049236,78.205325,191.200329,87.198610,386.292727
28.204601,0.044371,75.993298,181.975319,59.098252,345.316984
28.507176,0.044353,78.480134,180.934410,58.395190,346.362054
30.110814,0.070517,79.981734,181.391327,57.884387,349.439251
29.273838,0.986205,83.284140,204.462782,62.412943,380.420716
30.568100,0.074118,75.849813,185.213559,62.131209,353.837518
30.911095,0.062285,78.906966,184.617634,60.806066,355.304644
30.963471,0.075965,85.179754,182.113826,77.798020,376.131521
34.872550,0.069959,79.691592,200.743702,98.484245,413.863162
30.623687,0.078812,79.957519,181.271320,61.361580,353.293561
31.296529,0.072418,79.560755,177.334396,67.864859,356.129732
31.416396,0.074509,81.821547,177.046117,66.494472,356.853662
30.396046,0.063443,79.163587,173.271534,76.092440,358.987783
26.452826,0.065283,76.181464,173.198834,77.076160,352.975235
27.508536,0.082278,78.987729,173.208215,60.994507,340.781977
26.791495,0.081483,79.425995,172.297592,60.890810,339.488533
29.987329,0.082152,80.197067,173.805286,61.515505,345.588225
30.888549,0.065546,87.943805,176.030919,58.315342,353.245024
27.291636,0.078498,64.307108,180.960205,56.365997,329.004255
28.360527,0.088808,79.356818,184.671201,56.975369,349.453534
29.291119,0.095512,72.183170,180.294830,77.181606,359.046752
32.978867,0.084593,76.166458,180.775732,60.298201,350.304865
37.382505,0.091543,80.326184,198.126462,60.386102,376.313585
40.570570,0.094917,87.478760,184.669325,63.843104,376.657229
42.322546,0.065390,86.446007,188.309916,82.369973,399.514648
41.584623,0.079056,85.108700,170.824779,80.500285,378.098078
36.814596,0.080872,79.341439,166.854825,77.036544,360.129074
39.644353,0.075267,88.203040,168.783078,61.965165,358.671714
41.426742,0.082803,99.611026,174.451975,85.259890,400.833321
41.397003,0.077230,102.315612,169.585578,64.614597,377.990751
43.668778,0.067271,105.083779,173.910947,64.101588,386.833218
44.635615,0.065708,114.871449,177.547545,80.573035,417.694518
41.111935,0.066262,113.935028,181.037957,100.516848,436.668929
44.296363,0.066420,105.924200,186.482244,79.485076,416.255562
40.313542,0.050356,108.901592,186.511375,65.175450,400.952942
41.685588,0.048672,110.591812,192.117764,64.860673,409.305301
34.443910,0.073273,99.941376,196.579039,89.062745,420.100743
33.826868,0.074496,89.387793,195.001891,104.523246,422.815126
32.663259,0.063221,87.730153,194.235952,62.809843,377.503158
30.092729,0.070548,82.443799,208.665889,70.701686,391.975372
28.902154,0.069571,73.762063,201.091677,76.720427,380.546353
30.195714,0.060456,84.183397,197.990199,58.061482,370.491766
23.323973,0.044558,73.541921,198.791594,55.211998,350.914484
34.821378,0.045152,65.122609,203.291387,76.356042,379.637166
21.398488,0.050187,76.661661,203.206852,77.384717,378.702491
19.235821,0.074258,85.098207,225.453512,40.531611,370.393925
17.737946,0.079402,83.222442,208.853899,74.710062,384.604301
18.969776,0.070578,94.559259,214.059836,41.811677,369.471680
17.478705,0.052713,87.100819,211.759225,44.882888,361.275143
17.582403,0.045674,88.283981,222.310737,46.907768,375.131181
19.812885,0.052779,82.348972,219.562100,39.400878,361.178216
16.726107,0.050630,82.526998,228.009812,39.856308,367.170578
16.130538,0.063405,71.412306,247.344280,44.117497,379.068745
15.373514,0.058937,70.497177,231.235615,40.984354,358.150294
15.521620,0.029394,66.405202,213.866782,49.448572,345.272261
13.104218,0.040164,44.662009,214.597703,44.320508,316.725501
12.076184,0.045024,42.665013,86.405033,11.171696,152.363561
13.779022,0.023590,45.747490,193.500122,60.536161,313.586885
12.816197,0.023875,42.619383,188.273369,59.761899,303.495328
12.935631,0.014920,41.254013,175.574601,46.671953,276.451889
